student_id,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Admission grade,semester,attendance_percentage,ca1_score,ca2_score,ca3_score,best_2_ca_average,mid_term_score,previous_semester_tgpa,academic_trend,academic_risk
STU3497,2,11.5,5,13,133.2,2,73.1,10.5,13.2,19.1,16.2,9.2,5.9,Declining,1.0
STU3498,4,13.333333333333334,5,7,116.7,4,79.0,23.8,27.5,16.2,25.6,25.0,5.46,Improving,0.0
STU3499,6,12.666666666666666,6,8,126.4,3,65.0,16.9,10.2,20.6,18.8,14.1,6.92,Declining,0.0
STU3500,0,0.0,6,6,140.0,5,70.7,9.6,13.4,12.5,13.0,2.8,5.06,Declining,1.0
STU3501,5,12.6,5,8,120.3,8,69.1,12.5,12.3,15.1,13.8,11.7,6.49,Declining,1.0
STU3502,6,13.5,6,6,118.0,4,68.8,19.4,15.2,20.8,20.1,14.3,6.79,Stable,0.0
STU3503,6,13.0,6,6,149.5,4,74.1,13.9,17.3,22.7,20.0,17.6,7.48,Declining,1.0
STU3504,6,11.714285714285714,6,15,130.0,3,77.1,13.8,16.9,26.0,21.4,20.2,4.55,Improving,0.0
STU3505,6,12.166666666666666,6,8,126.3,4,67.6,10.3,7.3,18.4,14.4,7.7,6.28,Declining,0.0
STU3506,0,0.0,5,10,116.2,2,68.8,7.3,13.5,15.2,14.4,8.0,4.39,Declining,0.0
STU3507,0,0.0,6,12,126.0,1,48.5,2.5,4.7,7.8,6.2,12.5,,Improving,1.0
STU3508,5,11.5,5,6,122.3,7,64.0,1.3,1.7,21.7,11.7,0.6,4.38,Declining,1.0
STU3509,4,11.25,5,7,119.5,3,76.1,13.1,10.6,9.3,11.8,6.4,7.59,Declining,0.0
STU3510,7,12.285714285714286,7,7,131.8,4,60.1,9.5,3.9,5.6,7.6,12.0,7.03,Declining,0.0
STU3511,7,12.718571428571428,7,7,130.7,1,81.7,16.1,15.2,19.5,17.8,14.6,,Improving,0.0
STU3512,5,12.4,6,12,140.0,6,69.5,12.3,14.8,18.0,16.4,13.4,5.85,Stable,1.0
STU3513,0,0.0,0,0,129.5,2,44.8,11.8,15.7,0.0,13.8,19.4,1.97,Improving,0.0
STU3514,1,14.0,6,16,130.0,3,73.6,18.2,18.5,19.7,19.1,11.8,6.59,Declining,1.0
STU3515,3,11.666666666666666,5,10,114.0,6,63.9,15.2,11.7,15.2,15.2,11.7,3.72,Stable,0.0
STU3516,1,13.0,6,15,121.0,3,70.2,14.8,15.3,19.2,17.2,9.1,5.18,Declining,1.0
STU3517,0,0.0,0,0,116.4,8,72.7,9.8,5.2,10.9,10.4,7.5,3.31,Improving,1.0
STU3518,0,0.0,5,10,121.7,2,50.8,7.2,6.3,0.0,6.8,3.6,4.57,Declining,1.0
STU3519,4,11.5,6,13,130.0,5,74.1,15.3,9.7,11.0,13.2,7.4,7.28,Declining,1.0
STU3520,7,11.714285714285714,10,10,120.0,8,73.1,19.1,19.6,15.7,19.4,20.4,7.83,Stable,0.0
STU3521,5,12.6,5,7,125.0,4,67.9,2.9,5.6,15.9,10.8,5.1,6.58,Declining,1.0
STU3522,13,11.642857142857142,17,19,134.1,5,73.7,26.2,27.9,24.5,27.0,19.5,6.72,Improving,0.0
STU3523,6,14.875,6,8,149.5,3,66.7,23.7,20.1,18.1,21.9,15.4,6.89,Declining,1.0
STU3524,2,10.0,5,11,113.2,6,61.9,8.9,7.5,11.1,10.0,8.0,4.58,Declining,1.0
STU3525,5,14.2,5,5,146.0,7,67.9,8.8,2.3,9.4,9.1,0.1,4.89,Declining,0.0
STU3526,6,12.714285714285714,6,8,140.0,5,70.5,24.6,20.0,30.0,27.3,21.4,8.2,Declining,0.0
STU3527,5,11.6,12,16,162.4,8,83.5,14.1,14.9,21.1,18.0,18.9,7.15,Declining,1.0
STU3528,5,11.94,7,14,136.6,4,66.7,14.3,14.5,18.7,16.6,15.4,5.91,Stable,1.0
STU3529,4,11.6,5,10,111.0,4,59.6,4.2,0.9,16.1,10.2,0.7,2.59,Stable,0.0
STU3530,5,12.7,7,9,115.7,2,81.4,23.4,19.4,23.5,23.4,19.9,6.19,Improving,0.0
STU3531,6,13.333333333333334,6,6,105.7,5,59.6,12.0,11.6,18.5,15.2,7.3,7.7,Declining,0.0
STU3532,8,13.333333333333334,9,13,128.2,7,84.0,16.3,18.0,17.7,17.8,16.4,6.25,Stable,1.0
STU3533,5,13.4,5,5,137.0,5,69.6,9.9,7.2,23.8,16.8,8.2,6.54,Declining,1.0
STU3534,0,0.0,6,12,120.0,2,57.5,5.9,9.1,8.9,9.0,2.6,2.51,Stable,0.0
STU3535,2,11.0,5,5,120.5,4,63.3,11.8,14.3,12.2,13.2,14.5,4.38,Improving,0.0
STU3536,13,12.0,15,17,118.1,6,60.4,18.5,14.7,26.1,22.3,7.6,5.83,Stable,0.0
STU3537,0,0.0,5,0,139.0,8,71.4,6.6,6.2,5.8,6.4,1.5,4.12,Declining,1.0
STU3538,0,0.0,5,5,116.3,1,69.3,9.1,4.2,0.0,6.6,1.3,,Improving,1.0
STU3539,4,12.5,6,12,120.5,1,70.8,11.8,11.3,21.5,16.6,9.5,,Stable,0.0
STU3540,6,13.666666666666666,6,7,134.9,3,73.0,13.2,19.9,13.9,16.9,20.1,4.74,Improving,0.0
STU3541,1,10.0,5,10,123.0,1,66.6,11.1,18.5,17.1,17.8,16.2,,Improving,0.0
STU3542,6,11.5,6,6,122.9,8,86.7,17.2,18.4,26.6,22.5,16.7,7.57,Stable,0.0
STU3543,4,12.25,5,7,140.0,3,51.3,16.2,18.3,11.4,17.2,16.0,5.65,Stable,1.0
STU3544,5,13.6,6,11,122.5,4,76.3,19.2,10.4,18.0,18.6,13.8,6.37,Stable,0.0
STU3545,2,10.5,5,11,121.5,2,58.7,12.8,9.9,20.8,16.8,15.5,5.02,Improving,0.0
STU3546,6,13.266666666666666,7,7,132.3,3,48.7,17.2,16.0,20.6,18.9,8.4,6.51,Declining,0.0
STU3547,7,12.5125,7,8,131.5,8,75.2,15.6,23.2,20.7,22.0,21.3,5.28,Improving,1.0
STU3548,0,0.0,5,9,128.2,4,75.7,9.7,7.4,21.6,15.6,5.7,4.07,Stable,0.0
STU3549,0,0.0,6,14,148.0,1,47.9,11.8,19.4,10.1,15.6,14.7,,Improving,0.0
STU3550,6,13.483333333333334,7,7,121.5,2,81.0,9.7,12.1,18.9,15.5,12.9,5.56,Declining,0.0
STU3551,6,12.565,7,9,135.4,8,79.9,16.0,15.4,24.4,20.2,17.1,6.06,Stable,1.0
STU3552,0,0.0,6,8,139.0,8,51.9,6.8,10.4,12.2,11.3,12.8,3.91,Stable,1.0
STU3553,3,13.0,5,9,113.4,2,73.8,22.2,16.2,25.5,23.8,12.3,6.69,Stable,1.0
STU3554,5,16.5,5,6,150.0,5,54.7,17.6,5.9,12.1,14.8,14.8,7.51,Declining,1.0
STU3555,6,13.166666666666666,6,7,122.0,1,68.6,17.8,20.5,25.8,23.2,17.5,,Improving,1.0
STU3556,6,13.8,6,11,150.0,4,81.8,18.4,14.2,19.6,19.0,13.5,6.87,Declining,0.0
STU3557,6,11.166666666666666,6,7,119.3,1,68.8,10.4,6.0,10.7,10.6,15.7,,Stable,0.0
STU3558,0,0.0,6,0,140.0,6,61.0,5.7,8.6,10.5,9.6,9.0,3.83,Stable,0.0
STU3559,6,12.666666666666666,6,7,125.0,8,74.6,10.8,14.3,18.3,16.3,10.8,7.41,Declining,1.0
STU3560,5,12.6,5,5,140.7,2,88.5,20.0,19.7,26.6,23.3,21.2,5.95,Improving,0.0
STU3561,5,13.06,7,7,100.0,3,67.6,17.2,20.3,20.4,20.4,16.9,5.02,Stable,0.0
STU3562,6,13.833333333333334,6,7,146.7,1,89.2,13.4,10.4,14.3,13.8,10.2,,Declining,1.0
STU3563,0,0.0,5,5,96.0,3,53.2,5.1,0.6,1.4,3.2,0.0,2.75,Declining,0.0
STU3564,2,16.0,6,6,160.0,1,90.0,22.1,21.0,20.7,21.6,20.7,,Improving,0.0
STU3565,0,0.0,5,5,130.0,2,49.5,13.1,16.6,6.9,14.8,10.6,4.24,Stable,0.0
STU3566,3,10.666666666666666,5,12,130.0,8,76.0,13.1,5.2,13.6,13.4,10.1,7.19,Declining,1.0
STU3567,18,14.5,18,18,140.0,1,80.6,9.5,9.3,19.6,14.6,14.2,,Declining,1.0
STU3568,5,14.0,5,6,116.6,7,67.9,14.1,16.9,13.7,15.5,14.4,5.23,Improving,0.0
STU3569,3,13.333333333333334,5,10,120.5,1,82.6,11.7,15.6,20.4,18.0,20.4,,Improving,0.0
STU3570,0,0.0,6,0,103.0,4,59.4,8.9,14.5,6.8,11.7,9.9,1.96,Improving,1.0
STU3571,5,12.0,6,9,111.9,3,82.5,19.3,23.2,8.1,21.2,24.1,5.47,Improving,0.0
STU3572,5,16.2,5,6,148.7,8,73.4,24.6,11.2,14.1,19.4,20.5,6.43,Improving,0.0
STU3573,7,10.285714285714286,13,13,120.0,2,62.9,21.9,27.9,20.0,24.9,27.6,6.2,Improving,0.0
STU3574,0,0.0,5,5,125.7,2,54.6,10.6,15.0,7.3,12.8,17.9,3.48,Improving,0.0
STU3575,6,13.571428571428571,6,7,120.1,6,69.0,21.4,25.8,13.6,23.6,14.3,4.96,Improving,0.0
STU3576,6,14.285714285714286,6,7,127.8,5,64.1,17.8,13.2,24.5,21.2,14.7,5.38,Improving,0.0
STU3577,5,10.2,5,7,106.4,5,59.1,19.3,12.9,20.3,19.8,14.0,5.48,Stable,1.0
STU3578,2,10.25,8,16,100.0,1,75.6,11.3,16.9,14.2,15.6,13.1,,Improving,0.0
STU3579,0,0.0,6,0,123.9,2,53.5,1.4,1.3,8.4,4.9,0.1,4.91,Declining,0.0
STU3580,6,14.833333333333334,6,7,139.5,6,82.4,24.6,24.3,18.5,24.5,19.4,6.72,Stable,1.0
STU3581,5,13.625,6,12,150.0,4,76.5,18.4,17.4,14.6,17.9,12.8,6.61,Declining,1.0
STU3582,7,12.271428571428572,7,7,139.8,4,86.5,25.8,26.5,29.4,28.0,24.3,7.78,Stable,0.0
STU3583,0,0.0,5,0,154.4,2,62.7,5.0,9.6,13.4,11.5,10.0,3.75,Stable,1.0
STU3584,4,12.5,5,8,115.5,2,61.3,17.8,18.3,8.3,18.0,14.4,4.25,Stable,0.0
STU3585,9,13.22222222222222,9,10,119.0,8,77.4,6.6,4.8,16.6,11.6,5.6,8.44,Declining,1.0
STU3586,2,15.0,7,13,96.1,5,93.9,16.5,18.1,21.7,19.9,13.9,7.52,Declining,1.0
STU3587,0,0.0,0,0,130.0,1,54.3,3.6,8.3,5.3,6.8,1.2,,Improving,1.0
STU3588,12,13.166666666666666,12,12,128.8,8,84.4,20.1,12.4,29.6,24.8,14.5,6.56,Improving,1.0
STU3589,5,13.833333333333334,6,8,126.8,4,75.1,18.3,23.3,27.4,25.4,19.8,6.72,Stable,0.0
STU3590,0,0.0,5,0,130.0,3,55.8,0.0,0.0,3.7,1.8,4.8,2.12,Improving,1.0
STU3591,0,0.0,5,6,116.7,3,55.5,7.8,11.5,7.7,9.6,3.6,3.24,Stable,0.0
STU3592,7,13.154285714285717,8,8,125.5,5,82.4,24.0,21.2,20.8,22.6,20.6,7.66,Improving,0.0
STU3593,9,12.333333333333334,12,12,110.0,3,85.1,29.1,29.8,22.0,29.4,30.0,6.53,Improving,0.0
STU3594,6,13.0,6,6,133.7,4,61.9,19.8,20.2,15.9,20.0,14.0,7.3,Stable,0.0
STU3595,2,11.5,5,14,117.6,5,67.8,9.9,10.0,15.9,13.0,14.1,5.49,Stable,0.0
STU3596,3,13.25,6,15,140.0,2,79.4,15.5,16.7,30.0,23.4,14.3,7.71,Stable,0.0
STU3597,3,13.333333333333334,6,12,150.0,8,67.2,22.6,22.0,26.7,24.6,22.4,5.34,Improving,0.0
STU3598,6,13.5,6,6,133.7,3,82.3,17.9,17.6,21.7,19.8,15.3,6.33,Improving,0.0
STU3599,6,12.666666666666666,6,7,137.0,3,58.8,11.7,20.3,4.2,16.0,16.1,6.93,Declining,1.0
STU3600,11,15.090909090909092,11,18,128.2,5,69.7,14.8,10.3,12.5,13.6,19.1,7.86,Declining,1.0
STU3601,0,0.0,0,0,129.2,4,66.0,4.1,0.0,13.3,8.7,1.8,4.72,Declining,1.0
STU3602,6,13.166666666666666,6,7,129.5,3,68.7,23.8,20.7,30.0,26.9,24.5,8.22,Improving,0.0
STU3603,6,12.833333333333334,6,6,129.6,5,49.0,13.8,11.0,17.3,15.6,12.4,4.31,Stable,0.0
STU3604,5,11.8,5,7,121.7,7,83.2,9.2,7.7,15.4,12.3,6.2,6.51,Stable,0.0
STU3605,6,11.833333333333334,6,6,141.8,6,73.5,18.4,14.7,24.5,21.4,14.7,6.05,Improving,0.0
STU3606,5,12.8,6,6,129.8,6,78.5,10.4,15.6,21.3,18.4,12.1,4.6,Improving,0.0
STU3607,5,11.8,7,7,106.0,2,57.6,15.3,6.4,17.7,16.5,4.3,5.34,Declining,0.0
STU3608,0,0.0,0,0,121.6,3,47.6,9.6,11.8,3.0,10.7,11.1,3.57,Improving,1.0
STU3609,5,15.8,5,7,121.5,4,65.9,16.3,17.3,21.6,19.5,18.5,7.46,Declining,0.0
STU3610,0,0.0,0,0,117.0,1,51.4,9.2,11.0,17.1,14.0,11.3,,Improving,1.0
STU3611,2,12.5,5,9,130.0,6,60.2,16.9,17.3,20.7,19.0,21.0,7.96,Declining,1.0
STU3612,6,14.666666666666666,6,9,117.7,3,72.4,19.8,19.8,22.7,21.2,21.2,5.57,Improving,0.0
STU3613,4,12.5,6,10,140.0,2,64.8,14.2,14.2,16.4,15.3,10.9,7.45,Declining,1.0
STU3614,3,12.0,5,7,133.1,2,69.4,13.7,12.0,15.8,14.8,10.4,5.38,Declining,0.0
STU3615,7,13.142857142857142,8,8,100.0,2,64.2,9.1,11.1,18.9,15.0,12.4,4.76,Stable,0.0
STU3616,3,12.666666666666666,6,6,119.1,3,75.7,16.9,16.9,15.3,16.9,17.1,7.62,Declining,0.0
STU3617,5,15.0,5,6,129.8,4,82.5,26.3,26.4,20.2,26.4,23.7,6.25,Improving,0.0
STU3618,5,13.6,6,7,131.3,4,66.3,12.0,7.6,12.9,12.4,6.3,5.84,Declining,0.0
STU3619,6,12.5,6,6,136.7,2,75.1,19.2,17.5,19.5,19.4,14.9,6.87,Stable,1.0
STU3620,6,13.333333333333334,6,7,126.2,2,73.1,11.3,9.3,8.4,10.3,12.3,6.38,Declining,1.0
STU3621,4,12.25,6,13,109.6,6,47.6,5.5,8.0,17.4,12.7,0.1,5.84,Declining,1.0
STU3622,7,15.101428571428572,7,7,131.9,1,78.3,16.8,17.4,17.8,17.6,7.2,,Stable,1.0
STU3623,6,13.166666666666666,6,6,140.7,4,71.0,15.8,13.3,20.6,18.2,16.0,6.59,Declining,0.0
STU3624,4,11.0,6,8,120.7,4,77.1,15.2,13.0,7.7,14.1,11.4,6.33,Declining,0.0
STU3625,3,11.666666666666666,5,9,113.8,4,55.6,6.5,8.4,17.3,12.8,9.3,6.32,Declining,0.0
STU3626,1,10.0,6,13,121.0,7,70.2,17.5,16.5,24.9,21.2,21.6,6.68,Stable,1.0
STU3627,7,11.571428571428571,7,15,112.4,5,59.8,15.4,20.7,19.7,20.2,12.6,6.41,Declining,0.0
STU3628,6,12.166666666666666,6,6,131.0,8,74.3,9.3,17.0,15.4,16.2,6.1,6.55,Stable,0.0
STU3629,0,0.0,0,0,142.7,7,48.4,3.6,10.9,14.7,12.8,5.9,4.27,Declining,0.0
STU3630,6,13.833333333333334,6,6,125.5,2,66.5,16.2,16.6,25.1,20.8,13.0,7.6,Stable,1.0
STU3631,6,12.357142857142858,7,10,107.8,2,76.9,18.4,21.6,21.7,21.6,18.1,6.05,Improving,0.0
STU3632,6,12.166666666666666,6,7,110.4,3,68.3,18.5,18.1,22.3,20.4,18.9,5.21,Improving,0.0
STU3633,3,12.0,6,8,136.1,3,58.9,9.2,7.3,21.3,15.2,9.4,5.17,Declining,1.0
STU3634,9,12.416666666666666,10,14,138.3,4,81.5,17.0,12.9,21.8,19.4,14.3,5.73,Stable,0.0
STU3635,4,12.75,5,7,142.3,2,79.5,18.8,15.8,14.4,17.3,19.7,6.37,Stable,0.0
STU3636,18,14.933333333333334,21,33,145.0,2,83.8,13.8,13.7,25.2,19.5,16.1,6.7,Stable,0.0
STU3637,6,13.0,6,6,125.7,3,78.2,15.1,15.7,16.7,16.2,13.6,6.08,Declining,0.0
STU3638,7,12.857142857142858,7,7,108.0,5,73.5,23.3,18.3,21.2,22.2,21.4,7.62,Improving,0.0
STU3639,7,14.455000000000002,7,10,128.7,5,73.0,11.9,10.8,18.2,15.0,5.7,7.94,Declining,0.0
STU3640,6,14.0,6,8,128.0,8,61.8,17.9,16.3,21.1,19.5,19.2,5.79,Stable,0.0
STU3641,6,13.5,6,6,146.5,2,69.5,20.1,21.4,26.0,23.7,18.4,6.55,Stable,0.0
STU3642,0,0.0,6,0,106.1,3,54.7,7.4,6.4,10.3,8.9,1.8,4.15,Stable,0.0
STU3643,6,11.666666666666666,6,6,118.0,8,65.3,12.5,13.2,23.8,18.5,10.5,4.35,Stable,1.0
STU3644,4,12.0,5,6,117.0,5,71.5,16.5,11.8,16.0,16.2,16.5,4.24,Stable,1.0
STU3645,6,11.714285714285714,6,7,115.4,4,78.9,12.7,8.7,21.4,17.0,7.3,5.45,Stable,0.0
STU3646,6,12.666666666666666,6,8,117.0,4,68.3,1.5,1.6,11.4,6.5,4.1,5.81,Declining,1.0
STU3647,3,11.75,6,11,144.9,1,92.0,17.4,18.1,17.8,18.0,20.0,,Stable,0.0
STU3648,0,0.0,6,0,127.0,7,47.0,6.8,7.1,16.6,11.9,5.8,4.47,Stable,0.0
STU3649,7,12.328571428571427,8,8,118.0,5,59.5,21.1,18.0,18.1,19.6,14.9,8.43,Declining,0.0
STU3650,6,11.666666666666666,7,14,118.0,4,76.1,10.6,12.7,12.7,12.7,11.0,5.04,Declining,0.0
STU3651,12,13.25,12,12,126.4,4,74.0,19.7,22.8,17.4,21.2,14.9,9.41,Declining,1.0
STU3652,5,11.833333333333334,6,8,110.0,3,66.9,18.2,20.2,23.8,22.0,15.4,4.32,Improving,0.0
STU3653,7,13.3,7,7,124.4,2,59.7,17.5,15.4,26.6,22.0,11.5,8.38,Declining,0.0
STU3654,6,12.555555555555555,6,13,140.0,6,67.1,11.1,9.5,19.2,15.2,10.5,6.62,Declining,1.0
STU3655,6,12.833333333333334,6,6,129.4,4,60.6,22.1,18.5,15.8,20.3,13.8,6.29,Stable,1.0
STU3656,6,12.833333333333334,6,6,141.7,1,70.3,16.0,15.3,18.8,17.4,15.1,,Improving,0.0
STU3657,3,12.666666666666666,5,10,132.1,3,65.6,18.6,16.5,16.1,17.6,20.0,5.04,Improving,0.0
STU3658,6,13.271428571428572,7,8,116.8,7,79.3,13.5,15.1,15.3,15.2,18.7,8.49,Declining,0.0
STU3659,5,12.4,5,5,135.0,3,78.9,12.6,14.3,13.2,13.8,7.8,4.92,Stable,1.0
STU3660,2,14.5,5,10,150.0,3,79.1,18.4,13.8,20.9,19.6,12.5,5.82,Improving,0.0
STU3661,0,0.0,6,7,116.0,5,39.4,4.8,4.8,4.5,4.8,7.2,2.25,Stable,1.0
STU3662,6,14.285714285714286,6,7,155.0,6,82.6,13.6,20.9,21.6,21.2,19.2,6.28,Stable,0.0
STU3663,3,12.333333333333334,5,7,127.0,5,68.6,3.1,3.6,4.1,3.8,2.0,4.89,Declining,1.0
STU3664,6,12.583333333333334,7,10,130.8,7,72.0,22.5,15.9,27.2,24.8,15.6,5.61,Improving,0.0
STU3665,6,13.731666666666667,7,8,121.8,1,71.1,16.3,10.2,15.2,15.8,12.8,,Improving,0.0
STU3666,6,12.875,6,8,140.0,7,68.5,17.4,16.9,20.3,18.8,8.5,4.37,Improving,0.0
STU3667,8,14.625,10,14,148.5,7,70.3,22.1,26.3,23.2,24.8,24.0,8.28,Stable,0.0
STU3668,0,0.0,3,3,109.8,4,50.4,6.5,9.1,9.3,9.2,10.3,3.06,Stable,1.0
STU3669,6,12.666666666666666,6,8,119.7,5,74.6,9.6,14.5,8.3,12.0,9.6,5.32,Stable,1.0
STU3670,6,12.491666666666667,8,11,122.0,2,64.9,17.3,15.5,14.4,16.4,9.8,6.84,Stable,0.0
STU3671,12,13.666666666666666,12,12,147.5,3,70.3,26.1,28.3,21.2,27.2,29.9,9.13,Stable,0.0
STU3672,6,16.0,6,13,150.8,2,78.4,20.0,17.5,21.8,20.9,18.6,8.03,Stable,1.0
STU3673,6,14.142857142857142,6,8,150.0,1,67.0,26.6,20.1,28.6,27.6,23.8,,Improving,1.0
STU3674,6,11.833333333333334,6,9,131.5,8,47.9,4.3,7.6,13.4,10.5,1.1,3.94,Declining,1.0
STU3675,6,12.666666666666666,6,6,127.2,2,63.0,5.5,8.2,8.6,8.4,2.1,5.6,Declining,1.0
STU3676,6,12.5,6,6,111.0,4,90.4,22.9,20.3,22.4,22.6,21.4,7.93,Declining,1.0
STU3677,9,10.88888888888889,11,16,119.9,2,66.2,9.0,9.2,13.3,11.2,12.6,5.5,Stable,0.0
STU3678,1,13.0,6,11,133.7,3,73.4,24.1,24.7,19.0,24.4,17.4,6.2,Improving,0.0
STU3679,6,15.166666666666666,6,6,140.0,3,53.3,21.5,16.2,19.1,20.3,16.7,6.43,Stable,0.0
STU3680,6,12.666666666666666,6,8,113.9,3,74.4,21.4,20.0,22.5,22.0,12.6,4.27,Stable,0.0
STU3681,0,0.0,0,0,120.7,5,52.8,7.7,8.9,4.3,8.3,4.1,3.33,Declining,1.0
STU3682,5,12.0,5,9,119.8,8,65.6,11.5,9.5,14.6,13.0,9.5,6.78,Declining,1.0
STU3683,0,0.0,5,5,121.8,3,56.6,0.0,4.8,11.4,8.1,4.1,3.6,Stable,0.0
STU3684,0,0.0,0,0,117.7,8,53.9,10.5,8.4,10.3,10.4,0.0,4.26,Declining,0.0
STU3685,2,11.0,5,8,110.0,5,52.2,3.4,0.2,15.4,9.4,7.3,5.69,Declining,1.0
STU3686,6,15.714285714285714,6,7,134.4,4,79.2,24.7,21.8,28.7,26.7,20.4,6.35,Improving,0.0
STU3687,11,10.818181818181818,15,15,125.3,2,78.3,15.8,10.8,9.2,13.3,17.0,5.91,Stable,1.0
STU3688,1,12.0,5,16,119.1,1,66.7,13.4,16.7,17.7,17.2,16.4,,Improving,0.0
STU3689,5,12.6,6,8,146.0,7,74.8,23.6,26.2,22.7,24.9,26.3,5.93,Improving,0.0
STU3690,1,13.0,5,12,130.0,4,72.7,18.9,10.4,13.2,16.0,21.4,6.35,Stable,0.0
STU3691,5,11.6,5,8,122.0,3,79.7,14.8,9.9,13.3,14.0,9.0,5.25,Stable,1.0
STU3692,1,10.0,5,11,118.1,6,53.6,17.3,17.9,14.2,17.6,15.9,5.19,Stable,1.0
STU3693,1,14.0,6,7,105.2,2,65.6,14.7,9.8,11.0,12.8,6.9,5.06,Stable,1.0
STU3694,5,12.6,5,9,123.3,6,59.2,12.4,15.8,11.9,14.1,12.4,4.98,Stable,1.0
STU3695,0,0.0,0,0,124.8,3,61.8,5.9,10.9,10.6,10.8,10.3,3.53,Stable,0.0
STU3696,2,11.333333333333334,5,11,149.4,7,61.6,18.0,17.4,27.7,22.8,19.9,5.59,Improving,0.0
STU3697,6,12.666666666666666,6,6,108.5,2,61.9,4.2,4.6,4.4,4.5,3.7,7.63,Declining,1.0
STU3698,5,10.8,6,7,125.0,1,81.7,15.2,7.5,20.4,17.8,6.1,,Stable,0.0
STU3699,5,12.87857142857143,7,14,101.0,5,51.8,14.4,17.5,14.9,16.2,14.4,5.27,Stable,0.0
STU3700,0,0.0,5,5,112.9,2,56.4,0.5,15.6,5.3,10.4,3.6,2.71,Improving,1.0
STU3701,6,12.833333333333334,6,6,120.2,8,86.3,19.0,22.9,9.7,21.0,16.7,5.6,Improving,1.0
STU3702,5,12.6,5,5,111.6,5,72.0,11.9,9.9,17.5,14.7,12.6,5.17,Stable,1.0
STU3703,0,0.0,5,0,134.1,2,40.7,2.1,0.3,0.0,1.2,2.8,2.99,Declining,1.0
STU3704,0,0.0,5,11,101.6,2,40.5,8.0,11.4,11.8,11.6,10.9,3.74,Improving,0.0
STU3705,6,14.166666666666666,6,6,111.9,7,66.8,12.0,13.7,25.6,19.6,11.3,6.19,Declining,1.0
STU3706,5,13.4,5,7,118.4,4,71.3,18.0,17.5,11.8,17.8,19.8,3.91,Improving,0.0
STU3707,5,11.2,5,8,127.1,7,70.6,5.3,8.3,19.1,13.7,7.3,6.82,Declining,1.0
STU3708,0,0.0,0,0,120.5,1,45.2,7.9,5.8,9.2,8.6,4.9,,Improving,1.0
STU3709,6,12.666666666666666,6,6,136.1,7,63.8,15.6,19.8,8.7,17.7,12.2,5.58,Declining,0.0
STU3710,3,12.333333333333334,5,7,124.0,4,60.6,11.0,16.2,10.0,13.6,4.9,5.62,Stable,1.0
STU3711,4,12.25,5,7,141.6,5,71.3,17.8,14.0,19.3,18.6,9.0,7.41,Declining,1.0
STU3712,0,0.0,0,0,160.0,3,78.3,8.6,8.7,13.0,10.8,8.6,5.39,Declining,0.0
STU3713,3,10.75,5,13,110.0,1,57.1,16.3,7.8,7.1,12.0,7.5,,Improving,0.0
STU3714,0,0.0,7,7,100.0,8,44.0,6.8,4.2,7.3,7.0,0.0,3.65,Declining,1.0
STU3715,0,0.0,6,13,120.0,8,41.8,5.9,2.8,10.2,8.0,1.9,3.89,Declining,1.0
STU3716,2,14.333333333333334,5,9,124.8,3,72.9,14.1,19.1,20.8,20.0,16.0,6.73,Declining,0.0
STU3717,2,11.5,5,8,140.0,8,71.6,13.6,14.7,15.5,15.1,15.0,5.87,Declining,0.0
STU3718,0,0.0,0,0,124.3,2,48.3,5.3,7.5,10.7,9.1,5.5,4.25,Stable,0.0
STU3719,2,10.5,5,11,118.9,1,64.6,14.3,14.7,20.8,17.8,13.0,,Improving,0.0
STU3720,6,13.5,6,6,130.2,1,66.5,15.8,17.8,22.8,20.3,13.7,,Improving,0.0
STU3721,1,11.0,6,17,120.0,3,69.0,17.0,14.5,19.8,18.4,16.4,5.78,Stable,0.0
STU3722,1,10.0,6,6,140.0,1,93.8,14.6,22.0,18.2,20.1,16.0,,Stable,0.0
STU3723,0,0.0,6,17,130.0,3,63.7,9.5,10.5,10.4,10.4,8.4,3.86,Stable,1.0
STU3724,1,12.0,5,10,130.4,1,70.8,9.5,8.1,16.9,13.2,12.9,,Stable,1.0
STU3725,4,12.25,5,6,116.1,5,62.4,17.5,13.9,13.1,15.7,17.1,5.32,Improving,0.0
STU3726,5,11.4,10,21,130.0,6,63.0,15.0,17.1,24.3,20.7,14.6,6.81,Declining,0.0
STU3727,0,0.0,5,5,124.3,5,62.1,1.7,6.4,0.6,4.0,2.5,1.64,Improving,0.0
STU3728,4,14.25,6,8,125.0,2,80.2,23.8,17.3,18.1,21.0,17.4,6.91,Improving,1.0
STU3729,11,14.454545454545457,12,12,110.0,6,71.4,20.7,26.2,21.6,23.9,13.9,6.75,Declining,1.0
STU3730,12,14.538461538461538,12,13,115.0,2,87.5,22.4,25.5,24.5,25.0,25.9,7.09,Improving,0.0
STU3731,6,12.733333333333334,7,10,129.6,6,69.0,15.7,17.9,20.0,19.0,12.7,5.59,Stable,0.0
STU3732,5,13.2,12,13,128.8,4,81.2,16.5,21.6,26.6,24.1,20.8,5.26,Improving,0.0
STU3733,0,0.0,0,0,144.2,3,70.1,11.8,21.8,16.7,19.2,15.4,4.51,Stable,0.0
STU3734,6,12.333333333333334,6,7,134.0,1,68.6,17.9,22.1,15.2,20.0,23.1,,Improving,0.0
