StudentID,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsScore,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Gender,Stream,PlacementStatus
STU_07897,8.63,1,1,1,100.0,49.9,1,1,78.5,82.4,Female,Computer Science,Placed
STU_07898,7.18,1,1,1,77.4,56.5,1,1,80.8,76.5,Female,Electronics,Placed
STU_07899,5.96,1,4,1,83.9,70.2,1,1,86.0,69.0,Male,Computer Science,Placed
STU_07900,6.81,0,0,0,,77.6,0,1,77.8,61.3,Male,Computer Science,Placed
STU_07901,5.81,0,2,1,72.0,77.9,0,0,91.9,82.0,Female,Electronics,Placed
STU_07902,6.17,0,2,1,67.2,79.4,0,1,71.4,78.4,Female,Mechanical,Placed
STU_07903,7.69,1,2,0,92.8,87.1,1,0,95.3,67.7,Male,Computer Science,Placed
STU_07904,6.13,0,2,1,81.7,92.5,0,1,76.0,59.4,Male,Information Technology,Placed
STU_07905,8.41,0,2,0,57.3,69.1,0,0,71.5,68.6,Male,Mechanical,Placed
STU_07906,7.23,1,0,0,59.1,62.4,0,1,62.3,53.5,Male,Civil,Placed
STU_07907,7.39,2,2,2,64.2,79.9,0,1,86.7,85.7,Male,Mechanical,Placed
STU_07908,7.02,1,2,0,87.4,83.2,1,1,74.3,73.8,Male,Civil,Placed
STU_07909,8.07,1,0,1,92.1,73.6,0,0,79.4,77.9,Female,Mechanical,Placed
STU_07910,8.08,1,0,2,100.0,69.9,1,1,80.6,70.5,Male,Mechanical,Placed
STU_07911,7.64,1,3,0,59.4,66.0,1,1,73.1,94.5,Male,Electronics,Placed
STU_07912,7.86,1,2,1,72.1,71.5,1,0,88.7,82.7,Female,Mechanical,Placed
STU_07913,7.09,2,1,1,64.0,80.3,0,1,82.5,70.9,Male,Mechanical,Placed
STU_07914,7.84,0,3,1,67.3,64.0,0,1,69.5,71.2,Male,Electronics,Placed
STU_07915,6.96,0,2,1,83.9,62.4,1,1,64.6,68.1,Female,Civil,Placed
STU_07916,7.3,0,4,1,69.3,79.2,1,1,85.8,73.4,Male,Information Technology,Placed
STU_07917,7.03,1,3,0,89.7,61.8,1,0,75.6,79.2,Male,Mechanical,Placed
STU_07918,6.84,2,2,0,62.3,73.8,0,1,85.0,78.8,Male,Civil,Placed
STU_07919,6.61,0,2,1,81.1,73.2,0,0,75.5,72.0,Male,Civil,Placed
STU_07920,7.77,0,2,0,63.4,72.0,0,1,80.1,91.0,Female,Civil,Placed
STU_07921,8.61,2,3,2,42.4,64.3,0,1,86.1,52.9,Male,Electronics,Placed
STU_07922,8.47,1,2,1,54.7,92.8,0,0,63.0,68.5,Female,Information Technology,Placed
STU_07923,6.04,1,1,0,71.9,76.8,1,0,94.9,82.6,Female,Information Technology,Placed
STU_07924,8.59,2,1,0,98.8,65.8,0,1,81.8,90.5,Male,Civil,Placed
STU_07925,6.98,1,1,0,63.1,76.0,0,1,57.6,77.2,Female,Information Technology,Not Placed
STU_07926,7.9,1,3,1,67.5,94.0,0,1,91.5,91.5,Male,Information Technology,Placed
STU_07927,6.39,0,3,2,77.3,73.1,0,1,87.9,93.8,Male,Mechanical,Placed
STU_07928,7.44,0,2,0,61.0,90.4,0,1,76.1,71.1,Female,Electronics,Placed
STU_07929,7.61,0,2,0,62.7,58.2,1,1,92.0,65.7,Male,Mechanical,Placed
STU_07930,5.82,1,3,0,71.1,61.8,1,1,71.6,65.5,Male,Electronics,Placed
STU_07931,7.91,3,1,0,63.5,46.3,0,0,76.7,59.3,Male,Civil,Not Placed
STU_07932,8.65,3,0,1,43.3,95.7,1,1,99.0,61.5,Female,Computer Science,Not Placed
STU_07933,7.13,2,2,1,60.2,51.6,0,1,83.2,64.6,Male,Mechanical,Placed
STU_07934,8.66,0,3,0,79.2,74.1,1,0,88.8,62.2,Female,Information Technology,Placed
STU_07935,7.11,3,2,1,79.7,92.9,0,1,86.2,86.3,Male,Mechanical,Placed
STU_07936,8.15,1,1,0,90.0,83.7,0,1,64.1,70.1,Male,Computer Science,Placed
STU_07937,5.08,0,0,0,88.8,76.5,0,1,81.0,59.7,Male,Computer Science,Placed
STU_07938,9.72,1,2,0,56.5,87.4,0,1,80.1,70.7,Male,Electronics,Placed
STU_07939,,0,3,1,58.8,64.0,0,1,89.9,77.8,Male,Information Technology,Placed
STU_07940,7.02,0,2,1,59.5,78.2,1,0,93.0,72.1,Male,Information Technology,Not Placed
STU_07941,5.33,2,1,0,67.7,70.6,0,1,90.9,72.6,Female,Information Technology,Placed
STU_07942,7.59,1,0,0,60.7,70.4,0,1,73.3,54.9,Male,Computer Science,Placed
STU_07943,,0,3,0,67.4,74.3,1,1,63.6,85.0,Female,Electronics,Placed
STU_07944,7.74,1,1,0,56.9,86.1,1,1,83.0,71.1,Male,Civil,Placed
STU_07945,7.71,2,1,1,81.8,90.8,0,1,77.1,60.7,Female,Electronics,Placed
STU_07946,6.36,1,3,0,55.8,68.8,0,0,67.5,73.8,Male,Civil,Not Placed
STU_07947,8.42,0,4,1,55.0,58.9,1,1,71.0,69.5,Male,,Placed
STU_07948,8.11,0,2,0,77.8,62.2,1,1,77.4,76.3,Male,Mechanical,Placed
STU_07949,8.28,0,2,1,80.8,95.4,1,1,80.6,99.0,Male,Civil,Placed
STU_07950,7.31,3,1,1,66.6,89.8,0,1,72.4,66.8,Male,Mechanical,Placed
STU_07951,5.88,0,0,1,83.0,58.9,0,1,77.8,83.2,Male,Mechanical,Not Placed
STU_07952,8.28,1,1,0,82.0,91.9,0,1,77.3,71.4,Male,Electronics,Placed
STU_07953,7.03,1,2,0,98.5,63.5,0,1,80.7,70.7,Female,Electronics,Placed
STU_07954,5.91,2,1,0,81.0,80.0,1,0,68.2,88.8,Female,Civil,Placed
STU_07955,8.65,1,3,1,95.6,63.5,1,1,71.0,77.0,Female,Mechanical,Placed
STU_07956,9.4,1,1,0,70.9,98.0,1,1,91.5,92.7,Male,Computer Science,Placed
STU_07957,7.26,0,2,0,91.0,65.2,0,0,75.4,74.4,Male,Electronics,Placed
STU_07958,9.46,0,2,2,91.3,59.4,0,0,82.8,90.0,Female,Information Technology,Placed
STU_07959,7.39,2,2,0,67.9,66.5,1,0,65.8,71.3,Female,Computer Science,Not Placed
STU_07960,6.92,2,1,2,59.7,100.0,1,1,89.9,67.5,Female,Computer Science,Placed
STU_07961,6.67,2,3,2,62.3,75.1,0,1,89.5,79.8,Male,Civil,Placed
STU_07962,8.94,2,1,2,76.2,59.7,1,1,81.0,76.3,Female,Information Technology,Placed
STU_07963,6.52,2,2,2,52.8,62.5,0,1,71.9,60.3,Male,Information Technology,Placed
STU_07964,8.04,1,2,0,63.2,51.0,0,1,63.6,77.2,Male,Information Technology,Placed
STU_07965,6.74,2,0,0,88.0,78.5,0,1,99.0,66.6,Male,Electronics,Placed
STU_07966,6.84,1,2,0,80.0,57.0,0,1,73.9,84.0,Male,Information Technology,Placed
STU_07967,,0,2,0,34.7,85.3,0,0,63.7,67.7,Male,Computer Science,Placed
STU_07968,6.92,0,3,0,50.0,81.5,1,0,72.0,71.0,Male,Civil,Placed
STU_07969,6.9,3,3,2,100.0,70.8,1,0,82.0,63.7,Male,Electronics,Placed
STU_07970,8.43,0,1,0,87.7,86.8,0,1,65.5,86.0,Male,Mechanical,Placed
STU_07971,8.9,2,0,0,61.3,83.1,1,1,72.1,79.7,Female,Information Technology,Placed
STU_07972,7.94,0,1,1,47.7,73.9,0,1,63.6,99.0,Male,,Placed
STU_07973,6.65,0,4,0,51.3,62.8,1,1,92.4,88.9,Female,Civil,Placed
STU_07974,6.79,0,0,0,77.6,77.0,0,1,77.2,70.1,Female,Mechanical,Placed
STU_07975,7.38,0,2,0,99.7,76.9,0,1,63.5,57.9,Female,Computer Science,Placed
STU_07976,7.62,0,2,2,98.7,77.9,1,1,69.0,68.1,Male,Information Technology,Placed
STU_07977,6.31,0,2,1,46.4,72.9,1,1,71.5,73.3,Male,Information Technology,Placed
STU_07978,8.02,2,1,1,65.6,75.9,0,1,78.2,55.2,Male,Civil,Placed
STU_07979,7.39,0,1,0,57.1,75.6,1,1,68.9,65.7,Male,Electronics,Placed
STU_07980,5.58,0,1,2,72.1,88.3,0,1,74.3,86.2,Female,Electronics,Placed
STU_07981,6.37,0,0,0,50.0,56.7,1,1,71.6,65.6,Female,Mechanical,Placed
STU_07982,6.8,1,0,1,,60.0,1,1,63.6,65.4,Male,Information Technology,Placed
STU_07983,7.23,1,0,3,57.0,72.9,0,1,68.8,80.7,Female,Civil,Placed
STU_07984,9.19,1,2,1,77.9,62.9,1,1,70.3,69.0,Female,Electronics,Placed
STU_07985,7.54,0,1,1,,74.5,0,1,65.8,75.1,Female,Information Technology,Placed
STU_07986,6.46,0,1,0,64.4,58.6,0,1,63.6,79.3,Female,Electronics,Placed
STU_07987,7.52,1,1,0,77.7,60.5,0,1,72.0,68.2,Male,Computer Science,Placed
STU_07988,6.95,2,1,2,94.6,96.7,1,1,86.6,83.5,Female,Computer Science,Placed
STU_07989,7.62,0,1,0,100.0,69.2,0,1,76.5,82.6,Female,Information Technology,Placed
STU_07990,7.88,1,1,2,76.8,57.9,0,0,50.0,78.6,Female,Information Technology,Not Placed
STU_07991,8.51,0,2,1,68.7,70.6,1,1,88.1,91.6,Female,Information Technology,Placed
STU_07992,7.28,0,0,1,89.7,84.4,1,1,71.1,84.7,Male,Mechanical,Placed
STU_07993,8.94,1,3,1,87.5,86.5,1,0,92.4,72.0,Male,Civil,Placed
STU_07994,8.21,1,0,0,83.2,54.5,1,1,86.1,66.6,Male,Mechanical,Placed
STU_07995,6.59,0,3,0,46.3,62.8,0,1,74.9,76.7,Male,Computer Science,Placed
STU_07996,9.51,0,3,0,88.1,74.7,1,1,76.0,74.2,Male,Computer Science,Placed
STU_07997,7.63,3,2,0,75.4,71.6,1,1,66.6,74.4,Female,Computer Science,Placed
STU_07998,6.46,2,3,2,56.6,52.8,1,1,84.5,68.8,Male,Electronics,Placed
STU_07999,8.95,2,0,0,59.9,54.7,0,1,94.2,75.5,Male,Computer Science,Placed
STU_08000,9.38,1,1,1,78.7,59.2,0,1,70.7,92.2,Female,Computer Science,Placed
STU_08001,7.27,1,1,0,32.3,50.7,0,1,72.0,82.6,Female,Electronics,Not Placed
STU_08002,6.8,0,1,1,68.1,66.5,1,1,97.7,76.5,Female,Information Technology,Placed
STU_08003,7.13,0,1,1,60.2,86.3,0,1,78.9,88.6,Male,Civil,Placed
STU_08004,8.01,0,2,1,58.6,64.0,0,0,62.8,83.0,Male,Electronics,Placed
STU_08005,8.58,1,0,2,63.1,85.0,1,1,64.4,71.4,Female,Mechanical,Placed
STU_08006,7.87,0,1,2,47.8,72.4,1,1,95.0,74.4,Male,Computer Science,Not Placed
STU_08007,7.4,2,1,1,85.8,69.8,0,0,82.7,84.9,Female,Civil,Placed
STU_08008,8.8,0,2,2,38.1,52.0,0,1,67.5,77.6,Male,Electronics,Placed
STU_08009,6.99,0,4,1,72.5,86.0,1,1,81.4,79.7,Male,Electronics,Placed
STU_08010,8.33,0,2,2,57.3,73.4,0,1,69.7,61.2,Male,Civil,Placed
STU_08011,7.01,0,1,1,99.8,52.8,1,1,58.8,69.2,Male,Civil,Placed
STU_08012,7.73,0,1,0,70.3,76.6,1,1,74.5,74.4,Female,Civil,Placed
STU_08013,7.19,0,2,3,38.2,64.9,1,1,77.9,87.4,Male,Mechanical,Placed
STU_08014,7.24,0,0,0,78.2,72.7,0,1,62.3,95.8,Male,Computer Science,Placed
STU_08015,6.92,1,4,0,53.6,74.9,0,0,65.4,65.1,Male,Electronics,Not Placed
STU_08016,8.64,1,1,0,84.8,86.6,1,1,68.0,68.2,Male,Electronics,Placed
STU_08017,6.57,0,1,0,79.3,58.5,0,1,76.0,79.9,Female,Civil,Placed
STU_08018,6.56,1,4,0,92.1,78.9,1,0,79.3,98.4,Male,Civil,Placed
STU_08019,9.42,1,3,1,72.8,87.9,0,1,63.6,64.0,Male,Civil,Placed
STU_08020,8.28,0,2,3,,100.0,1,1,72.2,53.4,Female,Computer Science,Placed
STU_08021,5.0,2,0,0,70.6,84.6,0,1,73.3,76.8,Male,Information Technology,Placed
STU_08022,6.73,1,2,2,61.2,76.3,0,1,60.6,60.2,Female,Mechanical,Placed
STU_08023,5.49,0,1,0,86.0,75.3,1,1,80.2,81.2,Male,Mechanical,Placed
STU_08024,6.35,2,1,0,51.5,90.6,1,1,84.0,83.6,Male,Electronics,Placed
STU_08025,5.0,2,1,1,69.5,68.6,1,0,81.1,72.6,Male,Information Technology,Placed
STU_08026,7.16,3,2,2,61.5,81.6,0,1,64.8,70.1,Male,Computer Science,Placed
STU_08027,6.16,1,2,0,82.6,98.3,0,0,84.0,67.2,Male,Mechanical,Placed
STU_08028,7.36,0,1,0,55.8,70.7,1,0,77.0,75.7,Female,Civil,Placed
STU_08029,5.67,0,3,0,63.9,47.8,0,0,87.8,60.5,Male,Civil,Placed
STU_08030,7.38,1,1,2,70.7,61.7,1,1,82.8,69.9,Female,Electronics,Placed
STU_08031,6.89,3,0,0,92.3,75.5,1,1,81.1,67.0,Female,Mechanical,Placed
STU_08032,8.8,1,2,1,62.0,62.0,1,1,75.2,78.0,Female,Mechanical,Placed
STU_08033,8.71,2,3,2,64.0,67.8,0,0,87.6,78.8,Female,Mechanical,Placed
STU_08034,8.09,0,4,1,49.8,68.5,1,0,66.6,90.5,Male,Electronics,Placed
STU_08035,6.97,0,2,2,55.3,78.7,0,1,65.4,64.2,Female,Electronics,Placed
STU_08036,9.29,2,1,2,76.2,60.6,0,1,99.0,71.2,Male,Electronics,Placed
STU_08037,5.75,1,4,1,70.5,65.0,0,0,58.6,85.3,Male,Computer Science,Placed
STU_08038,5.9,3,3,1,70.7,88.9,0,1,66.1,80.2,Female,Electronics,Placed
STU_08039,7.22,1,1,0,96.1,66.2,1,1,86.0,67.7,Female,Mechanical,Placed
STU_08040,9.55,0,2,3,44.9,80.7,0,1,61.7,60.4,Female,Mechanical,Placed
STU_08041,7.1,1,2,0,100.0,72.2,0,1,85.4,95.4,Male,Computer Science,Placed
STU_08042,7.12,2,1,2,87.7,71.7,0,1,90.3,57.5,Female,Civil,Placed
STU_08043,5.86,1,4,0,65.1,80.9,1,1,91.5,61.3,Male,Mechanical,Placed
STU_08044,8.25,0,0,0,75.9,49.7,0,1,78.7,77.1,Male,Civil,Placed
STU_08045,8.25,0,2,0,,77.3,0,1,66.3,85.6,Male,Electronics,Placed
STU_08046,8.09,1,1,1,74.8,78.6,0,1,68.9,65.4,Male,Civil,Placed
STU_08047,6.67,0,2,0,100.0,82.2,0,1,90.7,82.5,Male,Mechanical,Placed
STU_08048,6.59,1,2,0,60.3,67.5,0,1,59.3,63.9,Male,Computer Science,Placed
STU_08049,6.01,0,1,0,66.5,72.0,1,0,86.2,83.8,Male,Information Technology,Not Placed
STU_08050,7.38,0,1,0,58.6,42.6,1,0,61.9,83.9,Male,Civil,Not Placed
STU_08051,6.22,2,4,1,61.1,64.0,0,0,77.0,65.3,Male,Civil,Placed
STU_08052,6.12,1,2,0,64.0,74.1,1,1,71.8,84.7,Female,Information Technology,Placed
STU_08053,6.88,2,2,0,53.6,89.6,0,1,73.6,64.2,Male,Civil,Placed
STU_08054,6.81,0,1,1,66.0,94.1,1,1,91.4,48.0,Male,Civil,Not Placed
STU_08055,6.76,3,1,2,70.8,67.9,0,0,72.6,73.4,Female,Civil,Placed
STU_08056,7.77,0,2,1,64.0,82.5,0,0,88.4,79.2,Male,Electronics,Placed
STU_08057,7.38,0,3,3,35.5,70.2,1,1,70.8,83.3,Male,Electronics,Placed
STU_08058,7.01,2,1,0,67.7,52.6,1,1,80.6,86.8,Male,Civil,Placed
STU_08059,7.48,1,2,2,69.3,79.3,0,1,76.7,63.6,Female,Information Technology,Placed
STU_08060,6.31,0,0,1,98.5,94.0,0,0,64.3,74.9,Male,Civil,Placed
STU_08061,7.41,3,0,1,70.4,67.4,1,1,64.5,70.1,Female,Civil,Placed
STU_08062,7.45,1,2,1,84.0,61.1,0,0,75.4,74.9,Female,Information Technology,Placed
STU_08063,5.8,3,1,0,63.6,72.8,0,1,74.1,99.0,Female,Mechanical,Placed
STU_08064,8.3,1,0,0,89.5,70.5,1,1,84.8,72.9,Male,Electronics,Placed
STU_08065,6.42,1,2,1,55.8,100.0,0,0,59.4,64.2,Female,Information Technology,Placed
STU_08066,7.39,0,2,0,77.6,84.1,0,0,69.7,72.2,Female,Computer Science,Placed
STU_08067,8.46,0,2,1,82.6,73.6,1,0,82.3,84.3,Male,Civil,Placed
STU_08068,8.23,1,2,1,80.4,37.3,0,1,75.5,80.3,Male,Civil,Placed
STU_08069,7.33,1,2,0,100.0,70.3,1,0,63.5,86.4,Female,Computer Science,Placed
STU_08070,6.94,0,1,0,61.2,94.2,1,1,81.6,95.3,Female,Mechanical,Placed
STU_08071,8.25,0,1,0,91.2,73.0,0,1,86.5,94.9,Male,Information Technology,Placed
STU_08072,7.97,0,2,0,87.3,81.9,0,1,68.0,66.2,Male,Mechanical,Placed
STU_08073,6.68,2,1,0,70.7,76.7,1,1,87.7,83.2,Male,Computer Science,Placed
STU_08074,6.51,1,3,0,97.6,66.2,0,1,72.0,55.8,Male,Civil,Placed
STU_08075,5.23,1,2,0,67.8,92.3,1,0,74.4,87.0,Male,Civil,Placed
STU_08076,7.45,3,1,0,70.3,74.3,0,1,72.7,58.0,Male,Computer Science,Placed
STU_08077,7.22,1,2,0,69.9,63.5,0,1,88.1,58.0,Female,Computer Science,Placed
STU_08078,8.44,3,3,3,50.9,72.3,1,1,76.4,72.9,Female,Computer Science,Placed
STU_08079,7.66,0,0,3,81.4,89.1,1,1,85.7,85.2,Male,Mechanical,Placed
STU_08080,8.63,0,0,0,79.1,54.2,1,0,73.1,64.7,Female,Civil,Placed
STU_08081,6.6,0,3,0,68.4,75.2,0,1,81.6,69.2,Male,Electronics,Placed
STU_08082,8.44,1,0,1,96.4,72.9,0,1,67.1,65.8,Male,Information Technology,Placed
STU_08083,6.77,2,0,0,63.4,53.5,0,1,88.0,76.6,Male,Civil,Placed
STU_08084,8.08,1,1,1,44.1,81.2,0,1,74.9,85.1,Female,Electronics,Placed
STU_08085,5.84,0,2,0,98.5,75.1,1,1,90.5,75.2,Male,Computer Science,Placed
STU_08086,7.54,1,2,0,85.2,82.5,1,1,77.5,68.2,Male,Information Technology,Placed
STU_08087,5.32,1,2,2,79.4,85.7,1,1,79.0,91.9,Female,Civil,Placed
STU_08088,7.03,0,3,2,64.9,71.3,0,0,99.0,86.2,Male,Information Technology,Not Placed
STU_08089,7.74,1,2,3,75.1,65.3,0,1,85.5,66.4,Female,Mechanical,Placed
STU_08090,6.78,2,4,0,51.1,54.9,0,1,79.9,65.2,Male,Information Technology,Not Placed
STU_08091,6.25,2,2,2,66.6,64.3,1,1,65.8,70.5,Male,Civil,Placed
STU_08092,8.15,1,0,1,56.4,72.1,1,0,70.4,85.8,Male,Computer Science,Placed
STU_08093,7.2,0,4,1,73.9,60.4,1,1,85.9,48.0,Male,Computer Science,Placed
STU_08094,6.81,0,0,2,83.9,79.0,1,1,74.7,89.4,Male,Information Technology,Placed
STU_08095,7.34,1,2,2,54.3,61.2,1,1,75.9,71.1,Female,Civil,Placed
STU_08096,9.94,1,0,1,80.9,50.8,1,0,67.2,61.5,Male,Computer Science,Placed
STU_08097,8.45,0,2,0,73.0,65.1,1,1,82.1,76.6,Female,Information Technology,Placed
STU_08098,8.46,0,3,1,80.3,74.2,0,1,79.0,78.1,Female,Civil,Placed
STU_08099,7.74,2,1,1,66.4,56.9,1,1,85.1,84.6,Female,Computer Science,Placed
STU_08100,7.47,2,1,2,80.6,61.3,0,1,90.4,87.6,Female,Mechanical,Placed
STU_08101,5.0,1,1,1,59.6,64.4,1,1,82.5,78.8,Male,Electronics,Placed
STU_08102,6.62,0,2,0,44.8,66.0,1,1,66.3,80.6,Male,Information Technology,Placed
STU_08103,6.82,0,1,1,48.2,75.6,1,1,62.9,75.7,Female,Civil,Placed
STU_08104,5.43,0,2,0,62.5,79.7,1,1,85.3,82.3,Male,Civil,Not Placed
STU_08105,6.14,1,1,2,45.8,66.3,1,0,79.2,68.3,Male,Computer Science,Not Placed
STU_08106,5.32,0,1,0,93.3,59.5,1,1,95.5,70.7,Female,Mechanical,Placed
STU_08107,7.26,2,2,1,68.8,73.6,1,0,78.2,57.8,Female,Information Technology,Placed
STU_08108,8.12,3,2,2,83.8,78.2,1,1,60.7,93.2,Male,Electronics,Placed
STU_08109,8.41,0,0,1,81.8,91.4,0,1,65.3,68.1,Female,Computer Science,Not Placed
STU_08110,7.71,1,2,2,70.1,85.8,0,1,70.5,86.8,Male,Information Technology,Not Placed
STU_08111,6.34,1,3,2,100.0,56.9,0,0,95.4,88.8,Female,Information Technology,Placed
STU_08112,5.37,2,1,0,100.0,70.3,0,1,89.7,58.0,Female,Information Technology,Placed
STU_08113,5.54,2,1,1,90.9,77.5,0,0,72.6,76.5,Female,Civil,Placed
STU_08114,6.03,0,2,1,56.4,61.8,1,0,76.1,82.2,Male,Mechanical,Not Placed
STU_08115,6.41,0,1,1,91.5,67.8,1,0,64.4,68.9,Male,Civil,Placed
STU_08116,7.14,1,0,1,43.8,80.1,0,1,64.0,60.0,Female,Computer Science,Placed
STU_08117,6.29,1,2,1,91.0,75.0,1,1,89.2,91.3,Female,Electronics,Placed
STU_08118,7.64,0,1,0,31.7,72.0,0,1,87.4,82.1,Male,Information Technology,Placed
STU_08119,7.07,1,1,1,65.2,64.2,1,1,75.2,75.5,Female,Computer Science,Placed
STU_08120,7.31,1,4,0,88.1,54.7,1,1,96.4,63.5,Female,Mechanical,Placed
STU_08121,8.44,0,1,0,75.8,68.3,1,1,82.3,63.8,Female,Civil,Placed
STU_08122,6.12,2,3,1,47.8,70.9,0,1,80.1,76.8,Female,Mechanical,Placed
STU_08123,7.72,0,1,1,72.6,54.4,0,1,80.2,69.9,Male,Mechanical,Placed
STU_08124,7.29,1,3,0,75.8,72.6,1,1,67.4,77.4,Female,Computer Science,Placed
STU_08125,6.97,1,2,2,73.1,76.7,0,0,87.4,79.1,Female,Computer Science,Placed
STU_08126,8.19,0,0,0,63.9,63.7,0,1,87.5,70.0,Male,Computer Science,Placed
STU_08127,8.18,1,2,2,82.8,76.8,0,0,80.4,93.6,Female,Mechanical,Placed
STU_08128,,1,3,0,87.2,75.3,1,1,66.8,66.7,Female,Information Technology,Placed
STU_08129,7.12,2,1,0,67.7,68.3,0,1,88.9,64.6,Female,Computer Science,Placed
STU_08130,7.58,0,2,2,92.8,67.0,1,0,60.0,79.6,Male,Civil,Placed
STU_08131,7.03,1,1,1,67.7,68.0,1,0,70.3,80.3,Male,Computer Science,Placed
STU_08132,7.89,1,2,0,62.7,61.7,1,1,83.8,64.0,Male,Civil,Placed
STU_08133,7.58,1,2,0,90.4,76.1,0,1,73.9,71.2,Male,Computer Science,Placed
STU_08134,9.13,2,0,0,89.8,61.9,1,1,68.1,58.1,Female,Computer Science,Placed
STU_08135,5.77,0,1,0,60.7,62.6,0,0,91.8,68.8,Male,Electronics,Placed
STU_08136,7.18,0,2,0,58.5,78.0,0,0,89.3,83.8,Male,Information Technology,Placed
STU_08137,6.39,1,3,1,96.5,69.1,0,1,88.7,60.8,Male,Mechanical,Placed
STU_08138,7.9,0,1,2,68.5,72.7,0,1,81.3,63.0,Female,Civil,Placed
STU_08139,5.68,2,2,2,70.0,51.5,1,0,78.3,65.9,Male,Information Technology,Placed
STU_08140,7.65,1,0,0,66.2,65.7,0,0,95.4,87.5,Male,Electronics,Placed
STU_08141,6.67,1,2,2,89.8,92.2,1,1,92.4,86.0,Female,Electronics,Placed
STU_08142,6.57,2,2,1,100.0,50.6,1,1,77.2,51.9,Male,Computer Science,Placed
STU_08143,5.85,1,2,0,71.0,93.0,0,1,99.0,55.3,Female,Civil,Placed
STU_08144,6.83,1,3,2,100.0,75.1,0,1,76.7,76.0,Male,Information Technology,Placed
STU_08145,8.38,0,0,0,61.7,65.6,1,1,81.9,57.3,Male,Civil,Placed
STU_08146,7.27,0,1,0,65.8,69.5,0,1,91.9,88.3,Male,Civil,Placed
STU_08147,7.93,0,4,0,80.1,86.8,0,1,81.7,50.8,Male,Mechanical,Placed
STU_08148,8.96,1,1,1,57.7,44.7,0,0,75.4,66.7,Male,Computer Science,Placed
STU_08149,7.56,1,2,0,79.9,89.0,0,0,81.8,77.3,Female,Electronics,Placed
STU_08150,6.74,0,2,2,62.2,75.2,0,0,77.9,91.2,Male,Mechanical,Placed
STU_08151,7.77,1,2,1,46.8,84.1,0,1,56.7,75.0,Male,Electronics,Placed
STU_08152,6.76,0,1,1,43.9,51.0,1,1,88.0,78.5,Male,Information Technology,Placed
STU_08153,6.8,2,1,0,65.1,69.3,1,0,71.8,77.0,Male,Mechanical,Placed
STU_08154,5.78,0,2,2,76.3,44.1,0,1,66.5,85.3,Female,Electronics,Placed
STU_08155,8.23,2,1,1,49.6,86.4,0,1,90.0,78.4,Male,Civil,Placed
STU_08156,6.91,1,2,1,72.7,60.2,0,1,81.8,83.1,Male,Civil,Placed
STU_08157,7.48,1,2,2,72.7,60.0,0,1,84.8,83.3,Female,Computer Science,Placed
STU_08158,6.26,0,1,0,67.5,48.8,0,0,76.7,87.0,Male,Electronics,Not Placed
STU_08159,,3,1,0,56.1,77.3,0,1,80.2,51.1,Male,Mechanical,Placed
STU_08160,6.54,0,3,1,73.6,72.9,1,1,75.0,58.3,Female,Information Technology,Placed
STU_08161,7.16,1,2,1,67.9,63.0,1,0,69.4,82.4,Female,Civil,Placed
STU_08162,8.18,3,2,0,84.7,75.2,0,0,84.9,96.6,Female,Mechanical,Placed
STU_08163,8.09,2,3,0,50.6,62.6,0,1,80.4,78.6,Male,Computer Science,Placed
STU_08164,7.28,1,2,0,71.7,50.9,0,1,95.2,72.2,Male,Computer Science,Placed
STU_08165,5.53,3,4,3,50.9,67.6,1,0,55.6,85.8,Male,Information Technology,Placed
STU_08166,10.0,1,0,0,66.4,91.7,0,1,89.8,89.5,Female,Civil,Placed
STU_08167,9.05,0,3,0,53.6,83.7,0,1,74.1,82.4,Female,Electronics,Placed
STU_08168,8.02,0,1,2,56.2,77.5,1,0,73.2,74.6,Male,Electronics,Placed
STU_08169,6.55,0,3,1,69.9,74.9,1,0,83.8,75.5,Female,Civil,Placed
STU_08170,7.19,0,3,1,61.5,67.6,0,1,69.1,77.9,Male,Information Technology,Placed
STU_08171,6.76,1,1,1,92.0,80.8,1,1,73.5,89.6,Male,Information Technology,Placed
STU_08172,8.56,1,1,1,87.7,78.8,1,1,83.9,79.6,Female,Computer Science,Placed
STU_08173,7.56,0,2,1,82.1,71.0,0,0,72.6,79.8,Female,Electronics,Placed
STU_08174,6.52,2,0,0,81.8,74.4,0,1,70.9,85.5,Male,Computer Science,Placed
STU_08175,6.83,0,2,2,72.0,52.7,1,1,70.9,74.5,Male,Electronics,Placed
STU_08176,8.42,3,0,0,89.6,66.2,1,0,81.5,77.8,Female,Mechanical,Placed
STU_08177,8.9,3,3,0,65.6,57.7,0,1,66.0,96.6,Male,Mechanical,Placed
STU_08178,8.83,2,1,0,100.0,57.5,0,1,85.6,68.0,Female,Information Technology,Placed
STU_08179,,2,2,2,55.9,77.6,0,1,99.0,68.7,Male,Electronics,Placed
STU_08180,7.05,0,0,1,53.1,56.8,1,1,78.0,65.5,Male,Information Technology,Not Placed
STU_08181,5.0,1,1,2,49.1,81.2,0,1,82.4,78.5,Male,Computer Science,Placed
STU_08182,7.6,0,1,1,51.7,84.4,0,1,80.6,79.1,Male,Computer Science,Placed
STU_08183,7.3,0,2,0,45.6,71.3,0,0,68.7,53.9,Male,Computer Science,Placed
